,term,weight,occurrences,documents_in,sentences_in
5968,ohio,0.00038241066954056537,2,doc2.txt,"This country is more decent than one where a woman in Ohio, on the brink of retirement, finds herself one illness away from disaster after a lifetime of hard work. 
        
        The reality of gun ownership may be different for hunters in rural Ohio than for those plagued by gang-violence in Cleveland, but don't tell me we can't uphold the Second Amendment while keeping AK-47s out of the hands of criminals."
5969,ohio brink,0.0002310509151679296,1,,
5970,ohio plagued,0.00017434730351914324,1,,
5971,oil,0.0018754054315708014,9,"doc5.txt, doc1.txt, doc3.txt, doc2.txt","And this has been true for those of us who looked on the rubble and ashes of 9/11, and made a solemn pledge that such an atrocity would never again happen on United States soil; that we would do whatever it took to hunt down those responsible, and use every tool at our disposal ? 
        
        When I came here and gave a speech on this war a year ago, I suggested that we begin to move towards a phased redeployment of American troops from Iraqi soil. 
        
        All of us know what those challenges are today - a war with no end, a dependence on oil that threatens our future, schools where too many children aren't learning, and families struggling paycheck to paycheck despite working as hard as they can. 
        
        Let's be the generation that finally frees America from the tyranny of oil."
5972,oil addiction,0.0003206497073955594,1,doc2.txt,"Washington's been talking about our oil addiction for the last thirty years, and John McCain has been there for twenty-six of them."
5973,oil companies,0.0007117875843001302,3,"doc3.txt, doc2.txt","I've had enough of giving billions away to the oil companies when we're told that we can't invest in the renewable energy that will create jobs and lower gas prices and finally free us from our dependence on the oil wells of Saudi Arabia. 
        
        The party that's not bought and paid for by the oil companies. 
        
        How else could he propose hundreds of billions in tax breaks for big corporations and oil companies but not one penny of tax relief to more than one hundred million Americans?"
5974,oil day,0.0002878043929784133,1,,
5975,oil middle,0.00022765211219519206,1,,
5976,oil threatens,0.00018749234204339446,1,,
5977,oil wells,0.00017644805380515822,1,doc3.txt,I've had enough of giving billions away to the oil companies when we're told that we can't invest in the renewable energy that will create jobs and lower gas prices and finally free us from our dependence on the oil wells of Saudi Arabia.
5978,old,0.0023037208619163894,12,"doc6.txt, doc5.txt, doc4.txt, doc1.txt, doc3.txt, doc2.txt","Of course, Dick has been there and he has done that, and thanks to the Cooperative Threat Reduction Programs he co-founded with Senator Sam Nunn, we've made amazing progress in finding, securing, and guarding some of the deadliest weapons that were left scattered throughout the former Soviet Union after the Cold War. 
        
        Today, experts tell us that we're in a race against time to prevent this scenario from unfolding. 
        
        Throughout the Cold War, the Soviet Union was engaged in a massive undertaking in the field of germ warfare. 
        
        making the hard choices and sacrifices necessary to uphold our most deeply held values and ideals."
5979,old african,0.00019545902892698994,1,doc3.txt,"And ever since I met this frail, one-hundred-and-five-year-old African-American woman who had found the strength to leave her house and come to a rally because she believed that her voice mattered, I've thought about all she's seen in her life."
5980,old discredited,0.0002739076666047181,1,,
5981,old faith,0.0002108623540413372,1,,
5982,old marguerite,0.0002257967015086417,1,doc3.txt,"And I've wondered - if she is lucky enough to live as long as 105-year-old Marguerite Lewis, if she someday has the chance to look back across the twenty-first century, what will she see?"
5983,old newt,0.00042611846370618463,1,doc3.txt,"I don't know about you, but I think old Newt is onto something here."
5984,old players,0.00023601451187980335,1,doc2.txt,"You understand that in this election, the greatest risk we can take is to try the same old politics with the same old players and expect a different result."
5985,old politics,0.00023601451187980335,1,doc2.txt,"You understand that in this election, the greatest risk we can take is to try the same old politics with the same old players and expect a different result."
5986,old state,0.0001816936838176701,1,doc1.txt,"And that is why, in the shadow of the Old State Capitol, where Lincoln once called on a divided house to stand together, where common hopes and common dreams still, I stand before you today to announce my candidacy for President of the United States."
5987,old struggles,0.00022850701102829232,1,,
5988,old vw,0.00027311614866725765,1,doc4.txt,"Instead of a motorcade, we traveled in my sister's old VW Beetle, which even then was already ten years old."
5989,oldest,0.0003159822835503358,1,doc2.txt,You can't truly stand up for Georgia when you've strained our oldest alliances.
5990,oldest alliances,0.0003159822835503358,1,doc2.txt,You can't truly stand up for Georgia when you've strained our oldest alliances.
5991,ones,0.0005964150839688253,3,"doc4.txt, doc1.txt, doc3.txt, doc2.txt","You enjoy a robust civil society; a press that's free, fair, and honest; and a strong partnership with my own country that has resulted in critical cooperation on terrorist issues, real strides in fighting disease and poverty, and an important alliance on fostering regional stability. 
        
        But while corruption is a problem we all share, here in Kenya it is a crisis - a crisis that's robbing an honest people of the opportunities they have fought for - the opportunity they deserve. 
        
        And you will determine the direction of this country in the 21st century - whether the hard work of the many is lost to the selfish desires of a few, or whether you build an open, honest, stronger Kenya where everyone rises together. 
        
        Today we grieve for the families who have lost loved ones, the hearts that have been broken, and the young lives that could have been."
